# x,F2,stat.,syst.,
0.5275,0.1739,0.002805,0.01165,
0.5365,0.1787,0.002986,0.01192,
0.5455,0.187,0.003186,0.01065,
0.5545,0.1829,0.003247,0.01021,
0.5635,0.1566,0.002995,0.01019,
0.5725,0.1455,0.002848,0.00851,
0.5815,0.1287,0.002753,0.006826,
0.5905,0.1155,0.002641,0.005733,
0.5995,0.1098,0.002581,0.005841,
0.6085,0.1125,0.002682,0.006376,
0.6175,0.1173,0.002767,0.007428,
0.6265,0.1443,0.003278,0.01061,
0.6355,0.1486,0.003444,0.008171,
0.6445,0.142,0.003473,0.009493,
0.6535,0.1125,0.003079,0.009568,
0.6625,0.09439,0.00278,0.006683,
0.6715,0.08225,0.002701,0.004724,
0.6805,0.07813,0.002746,0.003844,
0.6895,0.07508,0.002623,0.003471,
0.6985,0.06478,0.002456,0.00286,
0.7075,0.06939,0.00266,0.002901,
0.7165,0.06422,0.002582,0.002732,
0.7255,0.05773,0.002405,0.003261,
0.7345,0.05398,0.002378,0.002181,
0.7435,0.05854,0.002603,0.002781,
0.7525,0.05777,0.002665,0.003104,
0.7615,0.06268,0.002887,0.003221,
0.7705,0.0615,0.002891,0.003229,
0.7795,0.06296,0.003041,0.003652,
0.7885,0.06793,0.003361,0.003873,
0.7975,0.07084,0.003445,0.003562,
0.8065,0.07085,0.003452,0.004345,
0.8155,0.05252,0.002851,0.006419,
0.8245,0.03495,0.002134,0.005965,
0.8335,0.03207,0.002071,0.005173,
0.8425,0.02232,0.001498,0.003555,
0.8515,0.01636,0.001497,0.002366,
0.8605,0.01276,0.001236,0.001954,
0.8695,0.006718,0.0008362,0.001318,
0.8785,0.005357,0.0005953,0.001244,
0.8875,0.003325,0.0003549,0.00008973,
0.8965,0.001387,0.0001979,0.00004575,
2.525,0.3655,0.2639,0.008412,0.02988
0.3745,0.2692,0.00562,0.02712,
0.3835,0.2609,0.00578,0.02435,
0.3925,0.2517,0.004003,0.02452,
0.4015,0.2439,0.003306,0.02229,
0.4105,0.2348,0.003408,0.02032,
0.4195,0.24,0.003447,0.02219,
0.4285,0.2185,0.002565,0.01889,
0.4375,0.2096,0.002555,0.01745,
0.4465,0.2072,0.002627,0.01702,
0.4555,0.2052,0.002685,0.0163,
0.4645,0.1997,0.002662,0.01449,
0.4735,0.2005,0.00273,0.01448,
0.4825,0.1903,0.002732,0.01284,
0.4915,0.1791,0.002644,0.0124,
0.5005,0.1766,0.002683,0.01124,
0.5095,0.1632,0.002615,0.01004,
0.5185,0.1602,0.002647,0.009817,
0.5275,0.1648,0.002724,0.0105,
0.5365,0.1762,0.002898,0.01289,
0.5455,0.1806,0.003025,0.01163,
0.5545,0.1763,0.003062,0.009883,
0.5635,0.1649,0.00299,0.01015,
0.5725,0.143,0.002831,0.009373,
0.5815,0.1262,0.002683,0.007132,
0.5905,0.1157,0.002637,0.005958,
0.5995,0.1049,0.002552,0.005278,
0.6085,0.1064,0.002625,0.00623,
0.6175,0.1166,0.002755,0.006982,
0.6265,0.1166,0.002842,0.00821,
0.6355,0.1356,0.003199,0.009465,
0.6445,0.1365,0.003251,0.00664,
0.6535,0.1257,0.003134,0.01057,
0.6625,0.1004,0.002724,0.008024,
0.6715,0.08805,0.002625,0.005684,
0.6805,0.07866,0.002513,0.004197,
0.6895,0.0675,0.002436,0.003243,
0.6985,0.0604,0.002339,0.002702,
0.7075,0.0659,0.002517,0.002854,
0.7165,0.06343,0.002557,0.002717,
0.7255,0.06091,0.002568,0.003074,
0.7345,0.05633,0.002406,0.002558,
0.7435,0.05568,0.002531,0.002381,
0.7525,0.05871,0.002543,0.003043,
0.7615,0.05431,0.002201,0.002962,
0.7705,0.05845,0.002702,0.002967,
0.7795,0.0583,0.002372,0.003428,
0.7885,0.05995,0.002465,0.003536,
0.7975,0.06474,0.003131,0.003494,
0.8065,0.05761,0.002603,0.002957,
0.8155,0.05619,0.002915,0.005699,
0.8245,0.04418,0.002539,0.007209,
0.8335,0.0313,0.002053,0.00542,
0.8425,0.02237,0.001697,0.003528,
0.8515,0.01733,0.001325,0.002594,
0.8605,0.01308,0.001152,0.001933,
0.8695,0.01086,0.0009604,0.00199,
0.8785,0.006372,0.0007144,0.00143,
0.8875,0.004476,0.0004602,0.0001508,
0.8965,0.001753,0.0001956,0.00005323,
2.575,0.3745,0.2648,0.00844,0.02953
0.3835,0.2731,0.005809,0.02759,
0.3925,0.2501,0.005892,0.02336,
0.4015,0.2471,0.004359,0.02444,
0.4105,0.238,0.003364,0.02186,
0.4195,0.232,0.003473,0.02026,
0.4285,0.2343,0.004227,0.02178,
0.4375,0.2223,0.002696,0.0195,
0.4465,0.2066,0.002586,0.01753,
0.4555,0.2013,0.002674,0.0168,
0.4645,0.203,0.002763,0.01597,
0.4735,0.2012,0.00276,0.01516,
0.4825,0.1927,0.002745,0.01373,
0.4915,0.1798,0.002663,0.01231,
0.5005,0.1739,0.002688,0.0116,
0.5095,0.1638,0.002642,0.01073,
0.5185,0.1574,0.002632,0.009998,
0.5275,0.1567,0.002643,0.009995,
0.5365,0.1619,0.002749,0.01111,
0.5455,0.1702,0.002898,0.01187,
0.5545,0.1799,0.003122,0.01095,
0.5635,0.168,0.002978,0.009767,
0.5725,0.1492,0.002851,0.01012,
0.5815,0.1353,0.002706,0.008258,
0.5905,0.1195,0.002604,0.006656,
0.5995,0.1172,0.002653,0.00613,
0.6085,0.1053,0.002593,0.005766,
0.6175,0.1066,0.002665,0.006227,
0.6265,0.1088,0.002681,0.00706,
0.6355,0.1257,0.003025,0.009423,
0.6445,0.132,0.003264,0.00775,
0.6535,0.13,0.00329,0.00906,
0.6625,0.1046,0.002894,0.009111,
0.6715,0.09212,0.002597,0.006659,
0.6805,0.07771,0.002496,0.004595,
0.6895,0.07591,0.002468,0.003972,
0.6985,0.06693,0.002307,0.003185,
0.7075,0.06257,0.00231,0.002876,
0.7165,0.05605,0.002205,0.002423,
0.7255,0.06082,0.002466,0.002637,
0.7345,0.05851,0.002477,0.003319,
0.7435,0.0536,0.00239,0.002362,
0.7525,0.05194,0.002332,0.002576,
0.7615,0.05361,0.00244,0.002908,
0.7705,0.05919,0.002616,0.003025,
0.7795,0.05628,0.002693,0.003094,
0.7885,0.05955,0.002757,0.003518,
0.7975,0.0627,0.003193,0.003663,
0.8065,0.05843,0.00256,0.003239,
0.8155,0.05248,0.002397,0.00429,
0.8245,0.04022,0.002508,0.005959,
0.8335,0.03681,0.002215,0.00644,
0.8425,0.02355,0.001587,0.003668,
0.8515,0.01868,0.001459,0.002959,
0.8605,0.01283,0.001257,0.001869,
0.8695,0.009324,0.0009109,0.001601,
0.8785,0.007016,0.0007739,0.001459,
0.8875,0.003983,0.0004595,0.001179,
0.8965,0.002649,0.0003963,0.0000902,
2.625,0.3835,0.2748,0.008699,0.03017
0.3925,0.2641,0.005813,0.02664,
0.4015,0.2447,0.006002,0.02301,
0.4105,0.2542,0.004979,0.02553,
0.4195,0.2291,0.003397,0.02112,
0.4285,0.2214,0.003468,0.01944,
0.4375,0.2268,0.006157,0.02209,
0.4465,0.2147,0.002773,0.01925,
0.4555,0.199,0.002586,0.01712,
0.4645,0.1891,0.002611,0.01592,
0.4735,0.1962,0.002745,0.01512,
0.4825,0.1883,0.002725,0.01474,
0.4915,0.178,0.002721,0.01263,
0.5005,0.1726,0.002671,0.01248,
0.5095,0.1675,0.002692,0.01126,
0.5185,0.1602,0.002632,0.01069,
0.5275,0.1474,0.002564,0.009504,
0.5365,0.1573,0.002739,0.01059,
0.5455,0.1607,0.002831,0.01224,
0.5545,0.1753,0.003036,0.01196,
0.5635,0.1731,0.00309,0.01018,
0.5725,0.1597,0.002946,0.01032,
0.5815,0.1402,0.002762,0.009523,
0.5905,0.1224,0.002607,0.007267,
0.5995,0.1089,0.002483,0.006016,
0.6085,0.1059,0.002541,0.005653,
0.6175,0.1045,0.002586,0.006381,
0.6265,0.105,0.002664,0.006418,
0.6355,0.1152,0.002879,0.008331,
0.6445,0.127,0.003181,0.009031,
0.6535,0.1329,0.00328,0.006729,
0.6625,0.1172,0.00309,0.01018,
0.6715,0.09652,0.002755,0.00783,
0.6805,0.08367,0.002575,0.005469,
0.6895,0.07034,0.002388,0.003867,
0.6985,0.06785,0.002353,0.003396,
0.7075,0.06297,0.002306,0.003032,
0.7165,0.06068,0.002289,0.002778,
0.7255,0.05413,0.002166,0.002482,
0.7345,0.05571,0.002226,0.00321,
0.7435,0.05363,0.002217,0.002323,
0.7525,0.05404,0.002391,0.002494,
0.7615,0.04842,0.002292,0.002562,
0.7705,0.05157,0.002337,0.002741,
0.7795,0.04839,0.002301,0.002574,
0.7885,0.05275,0.002529,0.003064,
0.7975,0.05217,0.002651,0.003132,
0.8065,0.05551,0.002745,0.003034,
0.8155,0.05169,0.002674,0.003304,
0.8245,0.04693,0.002578,0.005857,
0.8335,0.03226,0.002006,0.005539,
0.8425,0.02548,0.001714,0.004044,
0.8515,0.01762,0.001364,0.002893,
0.8605,0.01267,0.001256,0.001817,
0.8695,0.008883,0.0009976,0.001432,
0.8785,0.008058,0.0009034,0.001632,
0.8875,0.004325,0.0005229,0.001183,
0.8965,0.002139,0.0002549,0.00006215,
2.675,0.4015,0.2429,0.005723,0.0243
0.4105,0.2288,0.006026,0.02148,
0.4195,0.2291,0.005403,0.02245,
0.4285,0.2241,0.003465,0.02084,
0.4375,0.2137,0.003477,0.01907,
0.4465,0.2045,0.003581,0.01743,
0.4555,0.1998,0.002913,0.01817,
0.4645,0.195,0.002623,0.01722,
0.4735,0.1891,0.002645,0.01561,
0.4825,0.1831,0.002732,0.01454,
0.4915,0.1803,0.002749,0.01367,
0.5005,0.1731,0.002719,0.01264,
0.5095,0.1608,0.002634,0.01141,
0.5185,0.1594,0.002614,0.01093,
0.5275,0.1509,0.002629,0.01015,
0.5365,0.1501,0.002658,0.01021,
0.5455,0.1526,0.002743,0.01103,
0.5545,0.1667,0.00296,0.01213,
0.5635,0.1636,0.003009,0.01062,
0.5725,0.1634,0.00303,0.0101,
0.5815,0.1413,0.002806,0.01003,
0.5905,0.1245,0.002611,0.007997,
0.5995,0.1076,0.002453,0.006468,
0.6085,0.1023,0.002417,0.005661,
0.6175,0.09966,0.002435,0.005768,
0.6265,0.1011,0.00252,0.006185,
0.6355,0.1096,0.002713,0.007367,
0.6445,0.1228,0.003019,0.009431,
0.6535,0.1292,0.003316,0.007638,
0.6625,0.1167,0.003163,0.008705,
0.6715,0.1,0.002851,0.008812,
0.6805,0.07924,0.002455,0.005741,
0.6895,0.06934,0.002342,0.004262,
0.6985,0.06877,0.002453,0.003792,
0.7075,0.06116,0.002342,0.003103,
0.7165,0.0623,0.00233,0.003002,
0.7255,0.06013,0.002311,0.002837,
0.7345,0.05323,0.00215,0.002595,
0.7435,0.05246,0.002177,0.002957,
0.7525,0.04998,0.002083,0.002264,
0.7615,0.04554,0.002058,0.002379,
0.7705,0.0521,0.002296,0.002798,
0.7795,0.04634,0.002136,0.002374,
0.7885,0.05123,0.002327,0.0029,
0.7975,0.05682,0.002606,0.003358,
0.8065,0.05508,0.002697,0.003343,
0.8155,0.05316,0.002492,0.003134,
0.8245,0.04715,0.00264,0.004995,
0.8335,0.03981,0.002269,0.006621,
0.8425,0.02446,0.001612,0.004141,
0.8515,0.02048,0.001489,0.003297,
0.8605,0.01862,0.001508,0.002699,
0.8695,0.01036,0.001122,0.001595,
0.8785,0.007927,0.0008385,0.001536,
0.8875,0.006335,0.0006107,0.001565,
0.8965,0.002641,0.0002955,0.0000808,
2.725,0.4105,0.2372,0.00575,0.02365
0.4195,0.2273,0.00616,0.02163,
0.4285,0.226,0.006625,0.02253,
0.4375,0.2166,0.003587,0.02029,
0.4465,0.2042,0.003445,0.01821,
0.4555,0.2009,0.003614,0.01742,
0.4645,0.2007,0.003268,0.01877,
0.4735,0.1907,0.002708,0.01696,
0.4825,0.1859,0.002708,0.01517,
0.4915,0.1809,0.002706,0.01511,
0.5005,0.1696,0.002708,0.01295,
0.5095,0.1668,0.002741,0.01272,
0.5185,0.1596,0.0027,0.01144,
0.5275,0.1538,0.002632,0.01066,
0.5365,0.1462,0.002667,0.009942,
0.5455,0.1483,0.002722,0.0106,
0.5545,0.1555,0.002887,0.01222,
0.5635,0.1651,0.003021,0.01178,
0.5725,0.1591,0.00302,0.01001,
0.5815,0.1512,0.002975,0.01029,
0.5905,0.1348,0.002773,0.009478,
0.5995,0.1206,0.002631,0.007499,
0.6085,0.1049,0.002481,0.006294,
0.6175,0.09317,0.002364,0.005229,
0.6265,0.09793,0.002442,0.006273,
0.6355,0.09959,0.002537,0.006399,
0.6445,0.1074,0.002721,0.00797,
0.6535,0.1191,0.002983,0.008533,
0.6625,0.1206,0.003175,0.006633,
0.6715,0.1098,0.002933,0.009866,
0.6805,0.08175,0.002536,0.006624,
0.6895,0.07732,0.002525,0.005155,
0.6985,0.06659,0.002355,0.003813,
0.7075,0.06104,0.002258,0.003196,
0.7165,0.05872,0.002206,0.002943,
0.7255,0.05653,0.0022,0.002747,
0.7345,0.05039,0.002193,0.002444,
0.7435,0.05143,0.002162,0.003386,
0.7525,0.0523,0.002237,0.002469,
0.7615,0.04408,0.001938,0.002229,
0.7705,0.0513,0.002217,0.002832,
0.7795,0.04673,0.002202,0.002414,
0.7885,0.04609,0.002146,0.002606,
0.7975,0.05341,0.002456,0.003207,
0.8065,0.05087,0.002414,0.003084,
0.8155,0.0499,0.002545,0.002674,
0.8245,0.04548,0.002499,0.003959,
0.8335,0.03692,0.002053,0.005682,
0.8425,0.0297,0.001957,0.005212,
0.8515,0.02114,0.001473,0.003333,
0.8605,0.01476,0.001236,0.002184,
0.8695,0.01115,0.0009745,0.001635,
0.8785,0.007918,0.0009327,0.001458,
0.8875,0.006515,0.0006508,0.001462,
0.8965,0.004488,0.0004311,0.0002182,
0.9055,0.001192,0.0001593,0.0000469,
2.775,0.4105,0.2441,0.009453,0.02674
0.4195,0.2206,0.00564,0.02213,
0.4285,0.2206,0.006243,0.0208,
0.4375,0.243,0.00903,0.0254,
0.4465,0.2115,0.003703,0.02005,
0.4555,0.1967,0.003452,0.01782,
0.4645,0.1902,0.003618,0.01672,
0.4735,0.1894,0.003735,0.01767,
0.4825,0.1852,0.002793,0.01634,
0.4915,0.1777,0.002697,0.0148,
0.5005,0.1727,0.002712,0.01378,
0.5095,0.1675,0.002739,0.0129,
0.5185,0.1589,0.002737,0.01192,
0.5275,0.1496,0.002717,0.01084,
0.5365,0.1515,0.002708,0.01075,
0.5455,0.1468,0.002693,0.01027,
0.5545,0.1458,0.00279,0.01093,
0.5635,0.1601,0.003026,0.01227,
0.5725,0.163,0.003115,0.01121,
0.5815,0.1532,0.002996,0.01007,
0.5905,0.1397,0.002868,0.01035,
0.5995,0.1216,0.002708,0.008174,
0.6085,0.1064,0.00254,0.006732,
0.6175,0.09681,0.002481,0.005632,
0.6265,0.09221,0.002379,0.005854,
0.6355,0.0991,0.002499,0.006324,
0.6445,0.1013,0.002601,0.007057,
0.6535,0.1104,0.002827,0.008707,
0.6625,0.1201,0.003128,0.007159,
0.6715,0.1128,0.002961,0.009068,
0.6805,0.09172,0.002596,0.008178,
0.6895,0.07625,0.002349,0.005523,
0.6985,0.06682,0.002289,0.004099,
0.7075,0.06258,0.002273,0.003701,
0.7165,0.05531,0.002184,0.00295,
0.7255,0.05646,0.002214,0.002797,
0.7345,0.05166,0.002216,0.002609,
0.7435,0.05326,0.002132,0.003098,
0.7525,0.05073,0.002261,0.002669,
0.7615,0.04592,0.002108,0.002235,
0.7705,0.04543,0.002044,0.002548,
0.7795,0.04602,0.002143,0.002488,
0.7885,0.04199,0.002112,0.002304,
0.7975,0.04529,0.002149,0.002694,
0.8065,0.05421,0.002536,0.003471,
0.8155,0.05305,0.002526,0.003027,
0.8245,0.0454,0.002406,0.003241,
0.8335,0.04311,0.002216,0.005741,
0.8425,0.02874,0.001738,0.004978,
0.8515,0.01904,0.001345,0.002997,
0.8605,0.01259,0.001134,0.002015,
0.8695,0.01043,0.001054,0.001526,
0.8785,0.01137,0.0009305,0.001974,
0.8875,0.006215,0.0007055,0.001325,
0.8965,0.004927,0.0006456,0.0002109,
0.9055,0.001168,0.0002013,0.00004011,
2.825,0.4195,0.2361,0.009753,0.02582
0.4285,0.2222,0.0058,0.0223,
0.4375,0.2177,0.006235,0.02068,
0.4465,0.2032,0.01219,0.02078,
0.4555,0.2004,0.00384,0.01916,
0.4645,0.1917,0.003493,0.01749,
0.4735,0.1899,0.003591,0.01687,
0.4825,0.1912,0.005496,0.01858,
0.4915,0.1816,0.002888,0.01603,
0.5005,0.17,0.002724,0.01508,
0.5095,0.1639,0.002741,0.01329,
0.5185,0.1571,0.002744,0.0124,
0.5275,0.1497,0.002707,0.01136,
0.5365,0.1421,0.00262,0.01046,
0.5455,0.1416,0.002708,0.01014,
0.5545,0.1427,0.002763,0.01065,
0.5635,0.1496,0.002842,0.01227,
0.5725,0.1544,0.003001,0.01142,
0.5815,0.1595,0.003136,0.01061,
0.5905,0.1467,0.003022,0.01065,
0.5995,0.1258,0.002769,0.009342,
0.6085,0.1115,0.002582,0.007243,
0.6175,0.09813,0.002462,0.006384,
0.6265,0.09342,0.002483,0.005553,
0.6355,0.09264,0.00244,0.006255,
0.6445,0.09515,0.002541,0.006422,
0.6535,0.1037,0.002756,0.007942,
0.6625,0.1161,0.003035,0.00836,
0.6715,0.1131,0.003033,0.006956,
0.6805,0.1,0.002794,0.009257,
0.6895,0.0814,0.002453,0.006542,
0.6985,0.06913,0.002308,0.004658,
0.7075,0.06116,0.00215,0.003541,
0.7165,0.05693,0.002104,0.003017,
0.7255,0.05518,0.002196,0.002921,
0.7345,0.05041,0.002082,0.002593,
0.7435,0.04909,0.002155,0.002486,
0.7525,0.04748,0.002095,0.00306,
0.7615,0.04165,0.002017,0.002121,
0.7705,0.04479,0.00208,0.00239,
0.7795,0.04635,0.002204,0.002599,
0.7885,0.04706,0.00225,0.002558,
0.7975,0.0472,0.002216,0.0028,
0.8065,0.05236,0.002495,0.003351,
0.8155,0.0509,0.002579,0.003136,
0.8245,0.04791,0.002322,0.003058,
0.8335,0.04342,0.002371,0.005057,
0.8425,0.03419,0.001938,0.005837,
0.8515,0.02198,0.001583,0.003605,
0.8605,0.01794,0.001357,0.002852,
0.8695,0.01268,0.001135,0.001823,
0.8785,0.006256,0.0007192,0.001028,
0.8875,0.005096,0.0005625,0.00102,
0.8965,0.002831,0.0003134,0.0008434,
0.9055,0.0008806,0.0001744,0.00002318,
2.875,0.4285,0.2288,0.01054,0.0251
0.4375,0.2282,0.006032,0.02292,
0.4465,0.204,0.006289,0.01959,
0.4555,0.2037,0.006472,0.0187,
0.4645,0.2033,0.004266,0.01963,
0.4735,0.1855,0.003542,0.01703,
0.4825,0.1742,0.003501,0.01572,
0.4915,0.1708,0.003649,0.01463,
0.5005,0.1704,0.003046,0.01531,
0.5095,0.1677,0.002767,0.01392,
0.5185,0.1617,0.002744,0.01316,
0.5275,0.1548,0.002708,0.01217,
0.5365,0.147,0.002718,0.01113,
0.5455,0.1422,0.002713,0.01072,
0.5545,0.1389,0.002756,0.01049,
0.5635,0.1383,0.0028,0.011,
0.5725,0.1508,0.002978,0.0122,
0.5815,0.1618,0.003141,0.01146,
0.5905,0.1475,0.003025,0.01009,
0.5995,0.1387,0.002933,0.01094,
0.6085,0.1112,0.002625,0.007774,
0.6175,0.1008,0.00257,0.00675,
0.6265,0.09576,0.002472,0.005845,
0.6355,0.09076,0.002449,0.006473,
0.6445,0.08922,0.002447,0.005847,
0.6535,0.09802,0.00268,0.007156,
0.6625,0.1033,0.002815,0.008239,
0.6715,0.1157,0.003143,0.006956,
0.6805,0.1043,0.002921,0.009118,
0.6895,0.0865,0.002541,0.007708,
0.6985,0.06582,0.002231,0.004779,
0.7075,0.06521,0.002244,0.004074,
0.7165,0.05897,0.002185,0.003482,
0.7255,0.05484,0.002151,0.003004,
0.7345,0.05339,0.002066,0.00287,
0.7435,0.04778,0.00201,0.002449,
0.7525,0.04501,0.001939,0.003014,
0.7615,0.04556,0.00201,0.002306,
0.7705,0.04017,0.001918,0.002128,
0.7795,0.03827,0.001917,0.002185,
0.7885,0.04683,0.002208,0.002512,
0.7975,0.04365,0.002126,0.002579,
0.8065,0.04883,0.002374,0.002967,
0.8155,0.04876,0.002421,0.003222,
0.8245,0.04813,0.002535,0.00285,
0.8335,0.04542,0.002493,0.004503,
0.8425,0.03462,0.002143,0.005666,
0.8515,0.0241,0.001627,0.004214,
0.8605,0.0186,0.001439,0.002974,
0.8695,0.01129,0.001076,0.00161,
0.8785,0.01009,0.0009859,0.00158,
0.8875,0.00615,0.0006375,0.00119,
0.8965,0.004007,0.0004608,0.001091,
0.9055,0.001684,0.0001762,0.00005003,
2.925,0.4375,0.2227,0.01112,0.02403
0.4465,0.2082,0.005966,0.0213,
0.4555,0.2082,0.006325,0.02009,
0.4645,0.1867,0.006467,0.01715,
0.4735,0.1912,0.004554,0.01861,
0.4825,0.1802,0.003629,0.01693,
0.4915,0.1708,0.003497,0.01555,
0.5005,0.167,0.003694,0.0141,
0.5095,0.1782,0.003559,0.01718,
0.5185,0.1616,0.002824,0.01392,
0.5275,0.1482,0.002713,0.01252,
0.5365,0.1413,0.002668,0.01133,
0.5455,0.1384,0.002685,0.01068,
0.5545,0.1337,0.002725,0.01017,
0.5635,0.1315,0.002735,0.01053,
0.5725,0.1415,0.00293,0.012,
0.5815,0.152,0.003125,0.01169,
0.5905,0.1499,0.003134,0.01047,
0.5995,0.1306,0.002839,0.01,
0.6085,0.1225,0.002805,0.009296,
0.6175,0.1007,0.002498,0.00686,
0.6265,0.09929,0.002552,0.007279,
0.6355,0.09008,0.002448,0.005734,
0.6445,0.09371,0.002557,0.006574,
0.6535,0.09031,0.002526,0.006338,
0.6625,0.09845,0.002766,0.007871,
0.6715,0.1103,0.003015,0.007925,
0.6805,0.1056,0.003064,0.007661,
0.6895,0.09261,0.002795,0.008765,
0.6985,0.07388,0.002393,0.005881,
0.7075,0.06545,0.002214,0.004382,
0.7165,0.05984,0.002281,0.003759,
0.7255,0.04987,0.002111,0.002831,
0.7345,0.04622,0.001984,0.002542,
0.7435,0.04727,0.002024,0.002512,
0.7525,0.04799,0.002109,0.002866,
0.7615,0.04796,0.002051,0.00281,
0.7705,0.0476,0.002126,0.002432,
0.7795,0.04304,0.002109,0.002429,
0.7885,0.03893,0.00194,0.002144,
0.7975,0.04068,0.001969,0.002376,
0.8065,0.04391,0.002261,0.002727,
0.8155,0.04609,0.002382,0.00313,
0.8245,0.04565,0.002485,0.00276,
0.8335,0.04851,0.002543,0.004017,
0.8425,0.03267,0.00201,0.004814,
0.8515,0.02378,0.00163,0.004159,
0.8605,0.01921,0.00144,0.00308,
0.8695,0.01395,0.001186,0.002025,
0.8785,0.01123,0.001017,0.001709,
0.8875,0.006774,0.0007381,0.001269,
0.8965,0.004796,0.0005186,0.001211,
0.9055,0.001697,0.0003384,0.00007095,
2.975,0.4465,0.2039,0.01205,0.02227
0.4555,0.2052,0.006081,0.0207,
0.4645,0.1999,0.006277,0.01925,
0.4735,0.1923,0.006588,0.01789,
0.4825,0.1894,0.005175,0.01903,
0.4915,0.175,0.003787,0.01653,
0.5005,0.1686,0.003606,0.015,
0.5095,0.1598,0.003612,0.01377,
0.5185,0.1721,0.00458,0.01603,
0.5275,0.1559,0.002879,0.01355,
0.5365,0.1473,0.00276,0.01229,
0.5455,0.1371,0.002653,0.01102,
0.5545,0.1354,0.002712,0.01081,
0.5635,0.1306,0.002709,0.01045,
0.5725,0.1324,0.00281,0.01079,
0.5815,0.1367,0.002952,0.01162,
0.5905,0.1447,0.003099,0.01078,
0.5995,0.1363,0.002957,0.009748,
0.6085,0.123,0.002819,0.01015,
0.6175,0.1068,0.002613,0.007617,
0.6265,0.0939,0.002453,0.006965,
0.6355,0.09063,0.002445,0.005887,
0.6445,0.08624,0.002419,0.00657,
0.6535,0.09056,0.002573,0.006295,
0.6625,0.08953,0.00259,0.006974,
0.6715,0.1046,0.002932,0.008415,
0.6805,0.1105,0.003155,0.006814,
0.6895,0.1004,0.002913,0.009397,
0.6985,0.07987,0.002593,0.006964,
0.7075,0.07369,0.002481,0.005268,
0.7165,0.05677,0.002168,0.003558,
0.7255,0.05596,0.00217,0.003338,
0.7345,0.05237,0.002099,0.003001,
0.7435,0.04766,0.002098,0.002627,
0.7525,0.04703,0.002052,0.002635,
0.7615,0.03978,0.00186,0.002789,
0.7705,0.04313,0.001977,0.00225,
0.7795,0.04419,0.002005,0.002496,
0.7885,0.03882,0.001935,0.002245,
0.7975,0.0418,0.00199,0.002301,
0.8065,0.04089,0.002123,0.002482,
0.8155,0.04818,0.002294,0.003206,
0.8245,0.05254,0.002523,0.003414,
0.8335,0.03799,0.002162,0.002633,
0.8425,0.041,0.00228,0.0054,
0.8515,0.02604,0.001668,0.004517,
0.8605,0.02195,0.001598,0.003542,
0.8695,0.01209,0.001098,0.001806,
0.8785,0.01116,0.0009859,0.00165,
0.8875,0.007436,0.0007833,0.001332,
0.8965,0.004667,0.0005534,0.001087,
0.9055,0.003055,0.0004925,0.0001381,
3.025,0.4735,0.1932,0.006243,0.01892
0.4825,0.1799,0.006526,0.01676,
0.4915,0.1823,0.006265,0.01819,
0.5005,0.1688,0.003934,0.01625,
0.5095,0.1628,0.003665,0.01439,
0.5185,0.1589,0.003609,0.0145,
0.5275,0.15,0.003706,0.01241,
0.5365,0.1458,0.003035,0.01329,
0.5455,0.1389,0.002733,0.01173,
0.5545,0.1355,0.002741,0.01105,
0.5635,0.1274,0.002703,0.01028,
0.5725,0.1293,0.002771,0.01101,
0.5815,0.1365,0.002902,0.01216,
0.5905,0.1435,0.003065,0.01159,
0.5995,0.1412,0.003089,0.01048,
0.6085,0.1272,0.002917,0.01041,
0.6175,0.1039,0.002645,0.008082,
0.6265,0.09398,0.002488,0.00681,
0.6355,0.08985,0.002508,0.006735,
0.6445,0.08471,0.0024,0.005556,
0.6535,0.08042,0.002399,0.005628,
0.6625,0.09445,0.002712,0.00709,
0.6715,0.09544,0.002872,0.007928,
0.6805,0.1143,0.003259,0.008295,
0.6895,0.1014,0.003025,0.008408,
0.6985,0.08578,0.002698,0.008134,
0.7075,0.06842,0.002362,0.005361,
0.7165,0.06395,0.002303,0.004345,
0.7255,0.05076,0.002069,0.003372,
0.7345,0.04867,0.002037,0.002867,
0.7435,0.04786,0.002147,0.002739,
0.7525,0.04507,0.002001,0.002462,
0.7615,0.04261,0.001945,0.003078,
0.7705,0.03972,0.001863,0.002163,
0.7795,0.04208,0.001958,0.002378,
0.7885,0.0398,0.001882,0.002343,
0.7975,0.03966,0.001953,0.00225,
0.8065,0.04224,0.002103,0.002686,
0.8155,0.04118,0.002159,0.00265,
0.8245,0.04108,0.002249,0.002757,
0.8335,0.04125,0.002284,0.002637,
0.8425,0.03494,0.002129,0.004024,
0.8515,0.02824,0.001767,0.004827,
0.8605,0.01912,0.001382,0.003221,
0.8695,0.0149,0.001129,0.002326,
0.8785,0.0102,0.0009424,0.001489,
0.8875,0.007546,0.0007565,0.001292,
0.8965,0.004828,0.0005538,0.001059,
0.9055,0.00265,0.0004662,0.0002052,
0.9145,0.0005674,0.0001154,0.00002461,
3.075,0.4645,0.2102,0.01616,0.02418
0.4735,0.1853,0.006412,0.01899,
0.4825,0.1807,0.006052,0.01749,
0.4915,0.1745,0.006556,0.01666,
0.5005,0.1863,0.009419,0.01978,
0.5095,0.157,0.004021,0.01483,
0.5185,0.1602,0.00379,0.01486,
0.5275,0.1551,0.003662,0.01338,
0.5365,0.1486,0.003729,0.01234,
0.5455,0.1394,0.00333,0.01274,
0.5545,0.1324,0.002784,0.0115,
